study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB11202	ERP012552	SAMEA3581381	ERS888530	ERX1121492	ERR1042010	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.10.1046		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	7669280	329779040	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.10.1046	E-MTAB-3929:E6.10.1046	299874533	b7b43d3235647b3328ca21ff7cd20602	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1042010/ERR1042010.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/000/ERR1042010/ERR1042010.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1042010/ERR1042010.fastq.gz	269349759	180aee9c41413b87a9c9ea2212366795	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042010/E6.10.1046.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042010/E6.10.1046.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042010/E6.10.1046.fastq.gz	FASTQ	354034059	6bc3be64fab61856c40731463499b011	ftp.sra.ebi.ac.uk/vol1/err/ERR104/000/ERR1042010	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/000/ERR1042010	ftp.sra.ebi.ac.uk/vol1/err/ERR104/000/ERR1042010				E-MTAB-3929:E6.10.1046	ArrayExpress	E6.10.1046		2015-10-02
PRJEB11202	ERP012552	SAMEA3581382	ERS888531	ERX1121493	ERR1042011	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.10.1047		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	10616279	456499997	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.10.1047	E-MTAB-3929:E6.10.1047	420875912	4b55cb6eb8a6e62a5ee8c3b1128bbe89	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/001/ERR1042011/ERR1042011.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/001/ERR1042011/ERR1042011.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/001/ERR1042011/ERR1042011.fastq.gz	378284420	1abec752966dd52515ff1d2e46c65c7c	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042011/E6.10.1047.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042011/E6.10.1047.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042011/E6.10.1047.fastq.gz	FASTQ	494518458	6d6185a9953bbfe57ba8a09dd48342d2	ftp.sra.ebi.ac.uk/vol1/err/ERR104/001/ERR1042011	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/001/ERR1042011	ftp.sra.ebi.ac.uk/vol1/err/ERR104/001/ERR1042011				E-MTAB-3929:E6.10.1047	ArrayExpress	E6.10.1047		2015-10-02
PRJEB11202	ERP012552	SAMEA3581383	ERS888532	ERX1121494	ERR1042012	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.10.1048		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	3009869	129424367	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.10.1048	E-MTAB-3929:E6.10.1048	120002221	bfc0138733184a83ff2d18e186f4ab1e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/002/ERR1042012/ERR1042012.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/002/ERR1042012/ERR1042012.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/002/ERR1042012/ERR1042012.fastq.gz	107931572	29d8210bc4665373a91cbeb74073b953	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042012/E6.10.1048.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042012/E6.10.1048.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042012/E6.10.1048.fastq.gz	FASTQ	139940929	d0315a126d9c2e0049aa4f36bbc5815c	ftp.sra.ebi.ac.uk/vol1/err/ERR104/002/ERR1042012	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/002/ERR1042012	ftp.sra.ebi.ac.uk/vol1/err/ERR104/002/ERR1042012				E-MTAB-3929:E6.10.1048	ArrayExpress	E6.10.1048		2015-10-02
PRJEB11202	ERP012552	SAMEA3581384	ERS888533	ERX1121495	ERR1042013	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.10.1049		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	2357191	101359213	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.10.1049	E-MTAB-3929:E6.10.1049	92870952	f92b0631351e69ca52a302e4cb466155	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/003/ERR1042013/ERR1042013.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/003/ERR1042013/ERR1042013.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/003/ERR1042013/ERR1042013.fastq.gz	83234356	e410d233fdfac38aa55ad67113c18b29	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042013/E6.10.1049.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042013/E6.10.1049.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042013/E6.10.1049.fastq.gz	FASTQ	108692492	d22db7384bac4e03b81e6f570ea6d309	ftp.sra.ebi.ac.uk/vol1/err/ERR104/003/ERR1042013	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/003/ERR1042013	ftp.sra.ebi.ac.uk/vol1/err/ERR104/003/ERR1042013				E-MTAB-3929:E6.10.1049	ArrayExpress	E6.10.1049		2015-10-02
PRJEB11202	ERP012552	SAMEA3581385	ERS888534	ERX1121496	ERR1042014	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.10.1050		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	3080876	132477668	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.10.1050	E-MTAB-3929:E6.10.1050	120917635	12996b986a7ee932d296d08407d8e6b0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1042014/ERR1042014.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/004/ERR1042014/ERR1042014.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1042014/ERR1042014.fastq.gz	108561520	369d0613e3cf8130eed4d9dd1552c4c9	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042014/E6.10.1050.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042014/E6.10.1050.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042014/E6.10.1050.fastq.gz	FASTQ	142045119	f65027cd16206c656308d1188b836367	ftp.sra.ebi.ac.uk/vol1/err/ERR104/004/ERR1042014	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/004/ERR1042014	ftp.sra.ebi.ac.uk/vol1/err/ERR104/004/ERR1042014				E-MTAB-3929:E6.10.1050	ArrayExpress	E6.10.1050		2015-10-02
PRJEB11202	ERP012552	SAMEA3581386	ERS888535	ERX1121497	ERR1042015	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.10.1051		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	2719403	116934329	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.10.1051	E-MTAB-3929:E6.10.1051	99671972	b899421737bd78c1321b87bb87f3f000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR1042015/ERR1042015.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/005/ERR1042015/ERR1042015.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR1042015/ERR1042015.fastq.gz	88402228	4dbef05fefbd9cf84b35648adbaac977	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042015/E6.10.1051.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042015/E6.10.1051.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042015/E6.10.1051.fastq.gz	FASTQ	124350499	961e7531dde4714e006c61f89fafe2c6	ftp.sra.ebi.ac.uk/vol1/err/ERR104/005/ERR1042015	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/005/ERR1042015	ftp.sra.ebi.ac.uk/vol1/err/ERR104/005/ERR1042015				E-MTAB-3929:E6.10.1051	ArrayExpress	E6.10.1051		2015-10-02
PRJEB11202	ERP012552	SAMEA3581387	ERS888536	ERX1121498	ERR1042016	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.10.1052		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	5510546	236953478	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.10.1052	E-MTAB-3929:E6.10.1052	209975900	3495e13df7c1296f50b0997971352f78	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/006/ERR1042016/ERR1042016.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/006/ERR1042016/ERR1042016.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/006/ERR1042016/ERR1042016.fastq.gz	187869650	ac665c76e79f2f9cbea46a9bf4bba546	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042016/E6.10.1052.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042016/E6.10.1052.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042016/E6.10.1052.fastq.gz	FASTQ	251319625	92be7d001058a907689ce8b18e5e090b	ftp.sra.ebi.ac.uk/vol1/err/ERR104/006/ERR1042016	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/006/ERR1042016	ftp.sra.ebi.ac.uk/vol1/err/ERR104/006/ERR1042016				E-MTAB-3929:E6.10.1052	ArrayExpress	E6.10.1052		2015-10-02
PRJEB11202	ERP012552	SAMEA3581388	ERS888537	ERX1121499	ERR1042017	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.10.1055		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	2193060	94301580	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.10.1055	E-MTAB-3929:E6.10.1055	85262774	ef6faea69b49b37aaf990768cbff70c5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1042017/ERR1042017.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/007/ERR1042017/ERR1042017.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1042017/ERR1042017.fastq.gz	76322708	65abfa742d3ef5264abce504689af817	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042017/E6.10.1055.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042017/E6.10.1055.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042017/E6.10.1055.fastq.gz	FASTQ	100120826	0b4b8a5e98e6c312f5aaf67a6ebf7778	ftp.sra.ebi.ac.uk/vol1/err/ERR104/007/ERR1042017	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/007/ERR1042017	ftp.sra.ebi.ac.uk/vol1/err/ERR104/007/ERR1042017				E-MTAB-3929:E6.10.1055	ArrayExpress	E6.10.1055		2015-10-02
PRJEB11202	ERP012552	SAMEA3581389	ERS888538	ERX1121500	ERR1042018	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.10.1056		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	3725266	160186438	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.10.1056	E-MTAB-3929:E6.10.1056	143475115	688b2765f00ea438629e301f62b64842	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR1042018/ERR1042018.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/008/ERR1042018/ERR1042018.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR1042018/ERR1042018.fastq.gz	128608933	be39b0eb62cd40519b042daebf67f866	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042018/E6.10.1056.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042018/E6.10.1056.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042018/E6.10.1056.fastq.gz	FASTQ	169427392	d5c4cfa0bbee37edc500736625de8684	ftp.sra.ebi.ac.uk/vol1/err/ERR104/008/ERR1042018	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/008/ERR1042018	ftp.sra.ebi.ac.uk/vol1/err/ERR104/008/ERR1042018				E-MTAB-3929:E6.10.1056	ArrayExpress	E6.10.1056		2015-10-02
PRJEB11202	ERP012552	SAMEA3581390	ERS888539	ERX1121501	ERR1042019	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.10.1057		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	3231779	138966497	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.10.1057	E-MTAB-3929:E6.10.1057	125110287	d136310483b32131e305980b2b720d3a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1042019/ERR1042019.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/009/ERR1042019/ERR1042019.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1042019/ERR1042019.fastq.gz	112139293	7cca1e11ca333aac4c62fd6441d06401	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042019/E6.10.1057.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042019/E6.10.1057.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042019/E6.10.1057.fastq.gz	FASTQ	147509873	28e41b5ed43e9e41a851250df225d731	ftp.sra.ebi.ac.uk/vol1/err/ERR104/009/ERR1042019	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/009/ERR1042019	ftp.sra.ebi.ac.uk/vol1/err/ERR104/009/ERR1042019				E-MTAB-3929:E6.10.1057	ArrayExpress	E6.10.1057		2015-10-02
PRJEB11202	ERP012552	SAMEA3581391	ERS888540	ERX1121502	ERR1042020	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.10.1058		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	3716786	159821798	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.10.1058	E-MTAB-3929:E6.10.1058	144004112	c9cec7742c6036517cfc545ce9c21e16	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1042020/ERR1042020.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/000/ERR1042020/ERR1042020.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1042020/ERR1042020.fastq.gz	129110313	39c823836220df61fd6dcf8bc8d289b4	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042020/E6.10.1058.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042020/E6.10.1058.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042020/E6.10.1058.fastq.gz	FASTQ	170439871	32c46f21b605233cb70d1fc4a03636c4	ftp.sra.ebi.ac.uk/vol1/err/ERR104/000/ERR1042020	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/000/ERR1042020	ftp.sra.ebi.ac.uk/vol1/err/ERR104/000/ERR1042020				E-MTAB-3929:E6.10.1058	ArrayExpress	E6.10.1058		2015-10-02
PRJEB11202	ERP012552	SAMEA3581392	ERS888541	ERX1121503	ERR1042021	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.10.1060		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	3990524	171592532	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.10.1060	E-MTAB-3929:E6.10.1060	159937423	0564c38447ad451a8f0a50b6bcbcb991	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/001/ERR1042021/ERR1042021.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/001/ERR1042021/ERR1042021.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/001/ERR1042021/ERR1042021.fastq.gz	144122923	4bd0ca1c3941a5ff3d8394e83d88cdf4	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042021/E6.10.1060.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042021/E6.10.1060.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042021/E6.10.1060.fastq.gz	FASTQ	186109142	94413786c88382f93af24e1c30cfe696	ftp.sra.ebi.ac.uk/vol1/err/ERR104/001/ERR1042021	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/001/ERR1042021	ftp.sra.ebi.ac.uk/vol1/err/ERR104/001/ERR1042021				E-MTAB-3929:E6.10.1060	ArrayExpress	E6.10.1060		2015-10-02
PRJEB11202	ERP012552	SAMEA3581393	ERS888542	ERX1121504	ERR1042022	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.10.1061		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	3313566	142483338	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.10.1061	E-MTAB-3929:E6.10.1061	127419873	171e17d8524daaf88d04ad2a00693ece	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/002/ERR1042022/ERR1042022.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/002/ERR1042022/ERR1042022.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/002/ERR1042022/ERR1042022.fastq.gz	114088588	5addd6d8faab66abe24856dd29d8d651	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042022/E6.10.1061.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042022/E6.10.1061.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042022/E6.10.1061.fastq.gz	FASTQ	151298762	1285d678b280241a32e0c208e1953747	ftp.sra.ebi.ac.uk/vol1/err/ERR104/002/ERR1042022	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/002/ERR1042022	ftp.sra.ebi.ac.uk/vol1/err/ERR104/002/ERR1042022				E-MTAB-3929:E6.10.1061	ArrayExpress	E6.10.1061		2015-10-02
PRJEB11202	ERP012552	SAMEA3581394	ERS888543	ERX1121505	ERR1042023	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.11.1064		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	4409084	189590612	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.11.1064	E-MTAB-3929:E6.11.1064	168440750	8acc8255226ec16f0a2b36053ff3d017	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/003/ERR1042023/ERR1042023.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/003/ERR1042023/ERR1042023.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/003/ERR1042023/ERR1042023.fastq.gz	150701465	9477b2e5c514d41018534fc374e4913f	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042023/E6.11.1064.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042023/E6.11.1064.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042023/E6.11.1064.fastq.gz	FASTQ	202174482	f1c4943c49a5031604469e046e14638e	ftp.sra.ebi.ac.uk/vol1/err/ERR104/003/ERR1042023	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/003/ERR1042023	ftp.sra.ebi.ac.uk/vol1/err/ERR104/003/ERR1042023				E-MTAB-3929:E6.11.1064	ArrayExpress	E6.11.1064		2015-10-02
PRJEB11202	ERP012552	SAMEA3581395	ERS888544	ERX1121506	ERR1042024	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E6.11.1065		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	5249396	225724028	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E6.11.1065	E-MTAB-3929:E6.11.1065	199997102	0a7d48864f642e0e59559b26ebb2659e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1042024/ERR1042024.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/004/ERR1042024/ERR1042024.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1042024/ERR1042024.fastq.gz	178926043	13090ca6beafa1111568acc40cb70629	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042024/E6.11.1065.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042024/E6.11.1065.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042024/E6.11.1065.fastq.gz	FASTQ	239697270	5b3abe955804526db685f3edf8fe8756	ftp.sra.ebi.ac.uk/vol1/err/ERR104/004/ERR1042024	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/004/ERR1042024	ftp.sra.ebi.ac.uk/vol1/err/ERR104/004/ERR1042024				E-MTAB-3929:E6.11.1065	ArrayExpress	E6.11.1065		2015-10-02
